,0,1,2,3,4,5,6,7,8,9
677,Coffee,Tartine,Jam,Pick and Mix Bowls,,,,,,
678,Jam,,,,,,,,,
679,Tartine,,,,,,,,,
680,Bread,Coffee,,,,,,,,
681,Juice,Pick and Mix Bowls,Mineral water,Coffee,Tartine,,,,,
682,Tea,Bread,Juice,,,,,,,
683,Coffee,Cake,,,,,,,,
684,Farm House,,,,,,,,,
685,Farm House,,,,,,,,,
686,Coffee,Cake,Brownie,,,,,,,
687,Coffee,Focaccia,,,,,,,,
688,Tea,Coffee,Muffin,,,,,,,
689,Coffee,,,,,,,,,
690,Tea,Coffee,,,,,,,,
691,Coffee,Cake,Hearty & Seasonal,,,,,,,
692,Tea,Bread,Cake,,,,,,,
693,Coffee,Mighty Protein,,,,,,,,
694,Hot chocolate,Muffin,,,,,,,,
695,Coffee,Mighty Protein,Soup,,,,,,,
696,Jam,,,,,,,,,
697,Coffee,Alfajores,,,,,,,,
698,Hot chocolate,Cake,Alfajores,,,,,,,
699,Tea,Hot chocolate,Muffin,,,,,,,
700,Brownie,,,,,,,,,
701,Coffee,Cake,,,,,,,,
702,Tea,Victorian Sponge,Alfajores,,,,,,,
703,Bread,,,,,,,,,
704,Tea,Tartine,,,,,,,,
705,Tea,Mighty Protein,,,,,,,,
706,Bread,Fudge,,,,,,,,
707,Medialuna,Coffee,Tartine,,,,,,,
708,Pastry,Bread,,,,,,,,
709,Pastry,Bread,,,,,,,,
710,Tea,Coffee,Alfajores,,,,,,,
711,Coffee,Alfajores,,,,,,,,
712,Coffee,Alfajores,,,,,,,,
713,Pastry,Alfajores,,,,,,,,
714,Alfajores,,,,,,,,,
715,Pastry,Hearty & Seasonal,Tea,Alfajores,,,,,,
716,Tea,Sandwich,,,,,,,,
717,Tea,Empanadas,,,,,,,,
718,Tea,Alfajores,,,,,,,,
719,Alfajores,,,,,,,,,
720,Pastry,Dulce de Leche,,,,,,,,
721,Pastry,Coffee,,,,,,,,
722,Coffee,Farm House,,,,,,,,
723,Medialuna,Bread,Scandinavian,,,,,,,
724,Bread,,,,,,,,,
725,Pastry,Tea,Alfajores,,,,,,,
726,Pastry,Coffee,,,,,,,,
727,Pastry,Bread,Farm House,Muffin,,,,,,
728,Tea,Medialuna,,,,,,,,
729,Alfajores,,,,,,,,,
730,Tea,Sandwich,,,,,,,,
731,Tea,Bread,,,,,,,,
732,Pastry,Bread,Coffee,,,,,,,
733,Coffee,Empanadas,Muffin,Alfajores,,,,,,
734,Coffee,,,,,,,,,
735,Bread,,,,,,,,,
736,Coffee,,,,,,,,,
737,Coffee,,,,,,,,,
738,Bread,,,,,,,,,
739,Pastry,Bread,Medialuna,Tea,,,,,,
740,Tea,Bread,,,,,,,,
741,Muffin,,,,,,,,,
742,Coffee,Muffin,,,,,,,,
743,Pastry,Coffee,Medialuna,Bread,,,,,,
744,Coffee,Muffin,,,,,,,,
745,Bread,Hot chocolate,Scandinavian,Muffin,,,,,,
746,Farm House,,,,,,,,,
747,Muffin,,,,,,,,,
748,Coffee,,,,,,,,,
749,Bread,,,,,,,,,
750,Cookies,Coffee,,,,,,,,
751,Coffee,,,,,,,,,
752,Muffin,,,,,,,,,
753,Tea,Coffee,Keeping It Local,,,,,,,
754,Coffee,Medialuna,,,,,,,,
755,Bread,,,,,,,,,
756,Tartine,Scandinavian,,,,,,,,
757,Tea,Coffee,,,,,,,,
758,Bread,,,,,,,,,
759,Coke,Coffee,,,,,,,,
760,Coffee,Muffin,,,,,,,,
761,Muffin,Medialuna,Coffee,Scandinavian,Bread,,,,,
762,Bread,,,,,,,,,
763,Coke,,,,,,,,,
764,Bread,Scandinavian,,,,,,,,
765,Coffee,,,,,,,,,
766,Bread,,,,,,,,,
767,Bread,Scandinavian,,,,,,,,
768,Fudge,,,,,,,,,
769,Coffee,Hearty & Seasonal,Soup,,,,,,,
770,Coke,,,,,,,,,
771,Cookies,Coffee,NONE,Tea,,,,,,
772,Pastry,Coffee,Tea,,,,,,,
773,Bread,,,,,,,,,
774,Coffee,Medialuna,,,,,,,,
775,Coffee,Sandwich,Muffin,Soup,,,,,,
776,Tea,Coffee,Muffin,,,,,,,
777,Alfajores,,,,,,,,,
778,Bread,,,,,,,,,
779,Coffee,Medialuna,,,,,,,,
780,Coffee,,,,,,,,,
781,Coffee,,,,,,,,,
782,Medialuna,,,,,,,,,
783,Bread,Empanadas,Scandinavian,,,,,,,
784,Coffee,Tartine,,,,,,,,
785,Tea,,,,,,,,,
786,Scandinavian,,,,,,,,,
787,Muffin,,,,,,,,,
788,Bread,Scandinavian,,,,,,,,
789,Bread,,,,,,,,,
790,Coffee,,,,,,,,,
791,Bread,,,,,,,,,
792,Bread,,,,,,,,,
793,Coffee,,,,,,,,,
794,Cookies,Scandinavian,,,,,,,,
795,Medialuna,Coffee,Empanadas,Bread,,,,,,
796,Pastry,Coffee,,,,,,,,
797,Bread,,,,,,,,,
798,Pastry,Tea,,,,,,,,
799,Pastry,Coffee,,,,,,,,
800,Coffee,Bread,,,,,,,,
801,Coffee,Keeping It Local,,,,,,,,
802,Fudge,,,,,,,,,
803,Coffee,NONE,Tartine,,,,,,,
804,Pastry,Hot chocolate,Coffee,Medialuna,,,,,,
805,Coffee,Alfajores,,,,,,,,
806,Coffee,,,,,,,,,
807,Coffee,Medialuna,,,,,,,,
808,Coke,,,,,,,,,
809,Coffee,Alfajores,,,,,,,,
810,Muffin,,,,,,,,,
811,Brownie,Farm House,Fudge,,,,,,,
812,Coffee,,,,,,,,,
813,Tea,Farm House,Muffin,,,,,,,
814,Pastry,Coffee,,,,,,,,
815,Pastry,Brownie,,,,,,,,
816,Medialuna,,,,,,,,,
817,Coffee,,,,,,,,,
818,Pastry,Coffee,Juice,,,,,,,
819,Coffee,Bread,,,,,,,,
820,Tea,Coffee,,,,,,,,
821,Tea,Alfajores,,,,,,,,
822,Coffee,Alfajores,,,,,,,,
823,Scandinavian,,,,,,,,,
824,Pastry,Medialuna,,,,,,,,
825,Brownie,,,,,,,,,
826,Farm House,,,,,,,,,
827,Cookies,Coffee,,,,,,,,
828,Soup,,,,,,,,,
829,Coffee,Brownie,Art Tray,,,,,,,
830,Coffee,,,,,,,,,
831,Farm House,,,,,,,,,
832,Alfajores,Art Tray,Frittata,Soup,,,,,,
833,Coffee,Sandwich,,,,,,,,
834,Tea,,,,,,,,,
835,Farm House,,,,,,,,,
836,Scandinavian,Muffin,,,,,,,,
837,Farm House,,,,,,,,,
838,Scandinavian,,,,,,,,,
839,Soup,,,,,,,,,
840,Tea,Bread,Hearty & Seasonal,,,,,,,
841,Hot chocolate,,,,,,,,,
842,Coffee,Sandwich,Hearty & Seasonal,,,,,,,
843,Coffee,Brownie,Sandwich,Hearty & Seasonal,,,,,,
844,Medialuna,Coffee,,,,,,,,
845,Coffee,Brownie,Soup,,,,,,,
846,Sandwich,Focaccia,Alfajores,,,,,,,
847,Farm House,Tartine,,,,,,,,
848,Bread,,,,,,,,,
849,Coffee,,,,,,,,,
850,Tea,Hot chocolate,Muffin,,,,,,,
851,Pastry,,,,,,,,,
852,Bowl Nic Pitt,Hearty & Seasonal,Soup,Coffee,Brownie,,,,,
853,Coffee,,,,,,,,,
854,Medialuna,Farm House,Scandinavian,Alfajores,,,,,,
855,Coffee,Soup,,,,,,,,
856,Tea,,,,,,,,,
857,Tea,Coffee,Cookies,,,,,,,
858,Tea,Muffin,,,,,,,,
859,Coffee,Brownie,,,,,,,,
860,Coffee,,,,,,,,,
861,Coffee,,,,,,,,,
862,Coffee,,,,,,,,,
863,Farm House,,,,,,,,,
864,Coffee,Bread Pudding,,,,,,,,
865,Coffee,Medialuna,,,,,,,,
866,Hot chocolate,,,,,,,,,
867,Coffee,Farm House,Hot chocolate,,,,,,,
868,Pastry,Coffee,,,,,,,,
869,Bread,,,,,,,,,
870,Pastry,Coffee,,,,,,,,
871,Coffee,,,,,,,,,
872,Pastry,Coffee,,,,,,,,
873,Farm House,,,,,,,,,
874,Bread,,,,,,,,,
875,Coffee,Hot chocolate,,,,,,,,
876,Bread,,,,,,,,,
877,Bread,Coffee,Focaccia,Medialuna,,,,,,
878,Coffee,,,,,,,,,
879,Bread,Keeping It Local,,,,,,,,
880,Bread,Coffee,,,,,,,,
881,Bread,NONE,,,,,,,,
882,Bread,Medialuna,,,,,,,,
883,Coffee,,,,,,,,,
884,Coffee,Medialuna,,,,,,,,
885,Cookies,Coffee,Tartine,,,,,,,
886,Tea,Bread,,,,,,,,
887,Bread,Coffee,Keeping It Local,,,,,,,
888,Coffee,Medialuna,,,,,,,,
889,Coffee,Medialuna,,,,,,,,
890,Tea,,,,,,,,,
891,Juice,Coke,Soup,,,,,,,
892,Bread,,,,,,,,,
893,Brownie,,,,,,,,,
894,Bread,Coffee,Brownie,,,,,,,
895,Pastry,Coffee,Bread,Hearty & Seasonal,,,,,,
896,Bread,Coffee,Brownie,,,,,,,
897,Coffee,,,,,,,,,
898,Cookies,Bread,,,,,,,,
899,Fudge,Eggs,,,,,,,,
900,Bread,,,,,,,,,
901,Bread,Muffin,,,,,,,,
902,Soup,,,,,,,,,
903,Coffee,Bread Pudding,,,,,,,,
904,Bread,Tartine,,,,,,,,
905,Fudge,Coffee,Bread Pudding,Jam,Sandwich,,,,,
906,Coffee,Bread Pudding,Soup,,,,,,,
907,Bread,Hearty & Seasonal,,,,,,,,
908,Cookies,Coffee,,,,,,,,
909,Coffee,,,,,,,,,
910,Bread,,,,,,,,,
911,Coffee,Bread,Soup,,,,,,,
912,Tea,Focaccia,Soup,,,,,,,
913,My-5 Fruit Shoot,Coffee,Cookies,,,,,,,
914,Coffee,,,,,,,,,
915,Tea,Coffee,Sandwich,,,,,,,
916,Scandinavian,,,,,,,,,
917,Adjustment,,,,,,,,,
918,Coffee,,,,,,,,,
919,Medialuna,Coffee,,,,,,,,
920,Bread,,,,,,,,,
921,Bread,,,,,,,,,
922,Pastry,Coffee,,,,,,,,
923,Farm House,,,,,,,,,
924,Medialuna,Brownie,,,,,,,,
925,Pastry,Bread,Brownie,,,,,,,
926,Pastry,Bread,Cookies,,,,,,,
927,Bread,,,,,,,,,
928,Cookies,Coffee,Juice,Pastry,,,,,,
929,Pastry,Coffee,Cookies,,,,,,,
930,Coffee,Medialuna,,,,,,,,
931,Bread,,,,,,,,,
932,Coffee,Tartine,,,,,,,,
933,Coffee,Medialuna,,,,,,,,
934,Bread,,,,,,,,,
935,Cookies,Bread,Coffee,Alfajores,,,,,,
936,Bread,Coffee,,,,,,,,
937,Bread,,,,,,,,,
938,Cookies,Coffee,Jam,Keeping It Local,Tea,Bread,,,,
939,Pastry,Coffee,Juice,,,,,,,
940,Medialuna,Focaccia,Bread,,,,,,,
941,Pastry,Medialuna,Coffee,,,,,,,
942,Coffee,,,,,,,,,
943,Coffee,,,,,,,,,
944,Cookies,Coffee,Brownie,Truffles,Bread,,,,,
945,Tea,Art Tray,,,,,,,,
946,Bread,,,,,,,,,
947,Coffee,,,,,,,,,
948,Cookies,Coffee,,,,,,,,
949,Brownie,,,,,,,,,
950,Tea,Bread,Empanadas,,,,,,,
951,Bread,Hot chocolate,,,,,,,,
952,Cookies,Coffee,,,,,,,,
953,Bread,,,,,,,,,
954,Tea,Bread,Tartine,Sandwich,,,,,,
955,Bread,Sandwich,Soup,,,,,,,
956,Bread,Soup,,,,,,,,
957,Fudge,,,,,,,,,
958,Coffee,,,,,,,,,
959,Coffee,Empanadas,Soup,,,,,,,
960,Bread,Coffee,Brownie,,,,,,,
961,Juice,Smoothies,Hearty & Seasonal,Soup,Coffee,,,,,
962,Cookies,Coffee,Scandinavian,Alfajores,Hot chocolate,Sandwich,,,,
963,Tea,Coffee,,,,,,,,
964,Cookies,Bread,,,,,,,,
965,Cookies,Bread,Alfajores,,,,,,,
966,Tea,Brownie,,,,,,,,
967,Tea,Bread,,,,,,,,
968,Coffee,Alfajores,,,,,,,,
969,Bread,,,,,,,,,
970,Coffee,Empanadas,,,,,,,,
971,Bread,,,,,,,,,
972,Coffee,Hot chocolate,,,,,,,,
973,Coffee,,,,,,,,,
974,Coffee,Brownie,,,,,,,,
975,Tea,Hot chocolate,Brownie,Truffles,,,,,,
976,Coffee,Keeping It Local,,,,,,,,
977,Coffee,,,,,,,,,
978,Alfajores,,,,,,,,,
979,Chimichurri Oil,Scandinavian,,,,,,,,
980,Bread,Truffles,,,,,,,,
981,Brownie,Focaccia,,,,,,,,
982,Coffee,Bread,,,,,,,,
983,Tea,Coffee,Cookies,Art Tray,,,,,,
984,Coffee,,,,,,,,,
985,Bread,,,,,,,,,
986,Coke,Coffee,Alfajores,,,,,,,
987,Bread,,,,,,,,,
988,Bread,,,,,,,,,
989,Pastry,Bread,Coffee,Medialuna,,,,,,
990,Coffee,,,,,,,,,
991,Bread,Keeping It Local,,,,,,,,
992,Bread,,,,,,,,,
993,Coffee,Scandinavian,,,,,,,,
994,Pastry,Bread,Farm House,Medialuna,,,,,,
995,Medialuna,,,,,,,,,
996,Coffee,,,,,,,,,
997,Bread,Farm House,,,,,,,,
998,Bread,,,,,,,,,
999,Bread,Keeping It Local,,,,,,,,
1000,Bread,Medialuna,,,,,,,,
1001,Tea,,,,,,,,,
1002,Pastry,Coffee,Keeping It Local,,,,,,,
1003,Coffee,,,,,,,,,
1004,Tea,,,,,,,,,
1005,Hot chocolate,,,,,,,,,
1006,Tea,Sandwich,,,,,,,,
1007,Bread,,,,,,,,,
1008,Medialuna,Brownie,Muffin,,,,,,,
1009,Coffee,Muffin,,,,,,,,
1010,Bread,,,,,,,,,
1011,Coffee,Medialuna,,,,,,,,
1012,Coffee,,,,,,,,,
1013,Coffee,Medialuna,,,,,,,,
1014,Coffee,,,,,,,,,
1015,Bread,Coffee,Brownie,Hot chocolate,,,,,,
1016,Bread,,,,,,,,,
1017,Bread,NONE,,,,,,,,
1018,Coffee,Brownie,,,,,,,,
1019,Medialuna,Coffee,Ella's Kitchen Pouches,Pastry,,,,,,
1020,Jam,,,,,,,,,
1021,Bread,,,,,,,,,
1022,Ella's Kitchen Pouches,,,,,,,,,
1023,Coffee,Muffin,,,,,,,,
1024,Tea,Coffee,Truffles,,,,,,,
1025,Coffee,,,,,,,,,
1026,Pastry,Brownie,,,,,,,,
1027,Bread,Brownie,,,,,,,,
1028,Bread,Coffee,,,,,,,,
1029,Pastry,Bread,,,,,,,,
1030,Bread,Alfajores,,,,,,,,
1031,Brownie,Scandinavian,Muffin,,,,,,,
1032,Coffee,,,,,,,,,
1033,Fudge,,,,,,,,,
1034,Tea,Brownie,,,,,,,,
1035,Bread,,,,,,,,,
1036,Bread,Muffin,,,,,,,,
1037,Scandinavian,,,,,,,,,
1038,Bread,,,,,,,,,
1039,Coffee,,,,,,,,,
1040,Bread,,,,,,,,,
1041,Coffee,Soup,,,,,,,,
1042,Soup,,,,,,,,,
1043,Coffee,Bread,Alfajores,,,,,,,
1044,Farm House,,,,,,,,,
1045,Farm House,Chimichurri Oil,,,,,,,,
1046,Farm House,,,,,,,,,
1047,Sandwich,,,,,,,,,
1048,Bread,Soup,,,,,,,,
1049,Coffee,Sandwich,Frittata,Art Tray,,,,,,
1050,Fairy Doors,Scandinavian,,,,,,,,
1051,Cookies,Mineral water,,,,,,,,
1052,Coffee,Brownie,,,,,,,,
1053,Bread,Hearty & Seasonal,,,,,,,,
1054,Bread,Hearty & Seasonal,,,,,,,,
1055,Focaccia,Scandinavian,,,,,,,,
1056,Fudge,,,,,,,,,
1057,Tea,Coffee,Cake,,,,,,,
1058,Coffee,,,,,,,,,
1059,Truffles,,,,,,,,,
1060,Coffee,Brownie,,,,,,,,
1061,Scandinavian,,,,,,,,,
1062,Coffee,Muffin,,,,,,,,
1063,Coke,Fudge,Hot chocolate,Soup,,,,,,
1064,Juice,Sandwich,Alfajores,,,,,,,
1065,Coffee,Alfajores,,,,,,,,
1066,Juice,Coffee,Brownie,Hot chocolate,,,,,,
1067,Scandinavian,,,,,,,,,
1068,Coffee,,,,,,,,,
1069,My-5 Fruit Shoot,Hot chocolate,Cake,,,,,,,
1070,Tea,Sandwich,Alfajores,Soup,,,,,,
1071,Mineral water,,,,,,,,,
1072,Bread,,,,,,,,,
1073,Scandinavian,,,,,,,,,
1074,Tea,,,,,,,,,
1075,Tea,,,,,,,,,
1076,Fudge,,,,,,,,,
1077,Scandinavian,,,,,,,,,
1078,Coffee,,,,,,,,,
1079,Coffee,,,,,,,,,
1080,Medialuna,Coffee,,,,,,,,
1081,Bread,,,,,,,,,
1082,Pastry,Bread,Coffee,Medialuna,,,,,,
1083,Pastry,Bread,,,,,,,,
1084,Pastry,Medialuna,Coffee,Hot chocolate,Bread,,,,,
1085,Coffee,,,,,,,,,
1086,Bread,Jam,,,,,,,,
1087,Medialuna,,,,,,,,,
1088,Medialuna,Bread,,,,,,,,
1089,Coffee,,,,,,,,,
1090,Coffee,,,,,,,,,
1091,Bread,,,,,,,,,
1092,Coffee,Muffin,,,,,,,,
1093,Medialuna,Bread,,,,,,,,
1094,Bread,,,,,,,,,
1095,Bread,Medialuna,,,,,,,,
1096,Pastry,Coffee,Brownie,,,,,,,
1097,Medialuna,Scandinavian,,,,,,,,
1098,Bread,,,,,,,,,
1099,Coffee,Muffin,,,,,,,,
1100,Bread,NONE,,,,,,,,
1101,Coffee,,,,,,,,,
1102,Medialuna,Muffin,,,,,,,,
1103,Bread,,,,,,,,,
1104,Coffee,,,,,,,,,
1105,Bread,Scandinavian,Alfajores,,,,,,,
1106,Coffee,,,,,,,,,
1107,Bread,,,,,,,,,
1108,Medialuna,,,,,,,,,
1109,Coffee,Scandinavian,,,,,,,,
1110,Muffin,Coffee,Brownie,Truffles,Tea,,,,,
1111,Coffee,NONE,Tartine,,,,,,,
1112,Coffee,,,,,,,,,
1113,Scandinavian,Alfajores,,,,,,,,
1114,Coffee,NONE,Medialuna,Hot chocolate,,,,,,
1115,Coffee,Muffin,Alfajores,,,,,,,
1116,Coffee,Farm House,Brownie,Muffin,,,,,,
1117,Bread,Coffee,Farm House,Medialuna,,,,,,
1118,Farm House,Scandinavian,,,,,,,,
1119,Bread,Coffee,Truffles,,,,,,,
1120,Frittata,Coffee,Soup,,,,,,,
1121,Eggs,Scandinavian,,,,,,,,
1122,Coffee,Brownie,Truffles,,,,,,,
1123,Scandinavian,,,,,,,,,
1124,Coke,,,,,,,,,
1125,Alfajores,Coffee,Sandwich,Soup,,,,,,
1126,Tea,Juice,Hearty & Seasonal,,,,,,,
1127,Truffles,,,,,,,,,
1128,Coffee,NONE,Brownie,Muffin,,,,,,
1129,Bread,,,,,,,,,
1130,Bowl Nic Pitt,Coffee,Frittata,Muffin,,,,,,
1131,Soup,Coffee,Brownie,Tea,Frittata,,,,,
1132,Hot chocolate,Coffee,Muffin,Alfajores,,,,,,
1133,Coffee,Scandinavian,Keeping It Local,Alfajores,Tea,NONE,,,,
1134,Bread,,,,,,,,,
1135,Fudge,,,,,,,,,
1136,Farm House,,,,,,,,,
1137,Farm House,,,,,,,,,
1138,Coffee,Brownie,Muffin,,,,,,,
1139,Coffee,Bread,Soup,,,,,,,
1140,Frittata,Bread,Muffin,,,,,,,
1141,Bread,Farm House,Muffin,,,,,,,
1142,Bread,,,,,,,,,
1143,Bread,Coffee,,,,,,,,
1144,Farm House,,,,,,,,,
1145,Cookies,Bread,Coffee,Muffin,,,,,,
1146,Hot chocolate,Coffee,,,,,,,,
1147,Jam,Muffin,,,,,,,,
1148,Tea,Coffee,Hot chocolate,,,,,,,
1149,Coffee,Alfajores,,,,,,,,
1150,Tea,Farm House,Hearty & Seasonal,,,,,,,
1151,Cookies,Bread,Coffee,Alfajores,,,,,,
1152,Muffin,Hearty & Seasonal,Brownie,Bread,Sandwich,,,,,
1153,Coffee,Brownie,Truffles,Alfajores,,,,,,
1154,Tea,Coffee,Bread,,,,,,,
1155,Tea,Coffee,Keeping It Local,Muffin,,,,,,
1156,Coffee,Alfajores,,,,,,,,
1157,Bread,,,,,,,,,
1158,Tea,Hot chocolate,Alfajores,,,,,,,
1159,Bread,,,,,,,,,
1160,Truffles,Alfajores,,,,,,,,
1161,Bread,,,,,,,,,
1162,Bread,Brownie,Muffin,,,,,,,
1163,Coffee,Brownie,,,,,,,,
1164,Bread,,,,,,,,,
1165,Bread,Muffin,Alfajores,,,,,,,
1166,Frittata,Truffles,,,,,,,,
1167,Coffee,,,,,,,,,
1168,Bread,,,,,,,,,
1169,Coffee,Muffin,,,,,,,,
1170,Muffin,,,,,,,,,
1171,Juice,,,,,,,,,
1172,Coffee,,,,,,,,,
1173,Muffin,,,,,,,,,
1174,Bread,,,,,,,,,
1175,Coffee,,,,,,,,,
1176,Tea,Coffee,Tartine,,,,,,,
1177,Coffee,,,,,,,,,
1178,Tea,Coffee,NONE,,,,,,,
1179,Medialuna,Coffee,,,,,,,,
1180,Pastry,Medialuna,Farm House,Coffee,Bread,NONE,,,,
1181,Pastry,Bread,,,,,,,,
1182,Medialuna,Coffee,Bread,,,,,,,
1183,Pastry,,,,,,,,,
1184,Bread,,,,,,,,,
1185,Pastry,Medialuna,Bread,,,,,,,
1186,Coffee,Keeping It Local,,,,,,,,
1187,Pastry,Bread,Farm House,Jam,,,,,,
1188,Bread,,,,,,,,,
1189,Coffee,Medialuna,,,,,,,,
1190,Coffee,,,,,,,,,
1191,Tea,Bread,NONE,,,,,,,
1192,Pastry,Bread,,,,,,,,
1193,Hearty & Seasonal,,,,,,,,,
1194,Scandinavian,,,,,,,,,
1195,Pastry,Coffee,Hot chocolate,,,,,,,
1196,Bread,Muffin,,,,,,,,
1197,Coffee,Keeping It Local,,,,,,,,
1198,Bread,Coffee,Medialuna,,,,,,,
1199,Pastry,Coffee,Bread,,,,,,,
1200,Medialuna,,,,,,,,,
1201,Brownie,,,,,,,,,
1202,Muffin,,,,,,,,,
1203,NONE,Hearty & Seasonal,,,,,,,,
1204,Coffee,NONE,Bread,,,,,,,
1205,Coffee,Alfajores,,,,,,,,
1206,Coffee,Bread,Keeping It Local,,,,,,,
1207,Bread,,,,,,,,,
1208,Coffee,,,,,,,,,
1209,Medialuna,Coffee,NONE,Hot chocolate,,,,,,
1210,Bread,Brownie,,,,,,,,
1211,Bread,,,,,,,,,
1212,Coffee,NONE,Sandwich,,,,,,,
1213,Bread,Brownie,,,,,,,,
1214,Coffee,Brownie,Bread,,,,,,,
1215,Brownie,Coffee,Sandwich,Hot chocolate,,,,,,
1216,Coffee,,,,,,,,,
1217,Bread,NONE,Mineral water,,,,,,,
1218,Coffee,NONE,,,,,,,,
1219,Bread,,,,,,,,,
1220,Bread,,,,,,,,,
1221,Coffee,,,,,,,,,
1222,Bread,,,,,,,,,
1223,Juice,Coffee,Bacon,NONE,Art Tray,,,,,
1224,Bread,,,,,,,,,
1225,Coffee,,,,,,,,,
1226,Tea,Coffee,Hearty & Seasonal,,,,,,,
1227,Medialuna,Brownie,Muffin,,,,,,,
1228,Bread,,,,,,,,,
1229,My-5 Fruit Shoot,Bread,Brownie,Muffin,,,,,,
1230,Coffee,Brownie,Bread,Alfajores,,,,,,
1231,Bread,Spread,Jam,,,,,,,
1232,Brownie,,,,,,,,,
1233,Coffee,Hearty & Seasonal,,,,,,,,
1234,Hearty & Seasonal,Keeping It Local,Tea,Bread,NONE,,,,,
1235,Coke,Mineral water,Coffee,Brownie,Bread,,,,,
1236,Tea,Coffee,Muffin,,,,,,,
1237,Bread,,,,,,,,,
1238,Bread,,,,,,,,,
1239,Coffee,Bread,Keeping It Local,Tea,Frittata,,,,,
1240,Cookies,,,,,,,,,
1241,Bread,Cake,,,,,,,,
1242,Coffee,Fudge,Bread,,,,,,,
1243,Muffin,,,,,,,,,
1244,Coffee,Kids biscuit,,,,,,,,
1245,Juice,Brownie,Muffin,,,,,,,
1246,Kids biscuit,,,,,,,,,
1247,Kids biscuit,,,,,,,,,
1248,Tartine,Art Tray,,,,,,,,
1249,Muffin,My-5 Fruit Shoot,Fudge,Kids biscuit,NONE,,,,,
1250,Coffee,,,,,,,,,
1251,Coffee,,,,,,,,,
1252,Tea,Medialuna,,,,,,,,
1253,Medialuna,Coffee,,,,,,,,
1254,Coffee,,,,,,,,,
1255,Coffee,Medialuna,,,,,,,,
1256,Pastry,Coffee,,,,,,,,
1257,Tea,Coffee,NONE,Keeping It Local,,,,,,
1258,Farm House,,,,,,,,,
1259,Tea,Truffles,,,,,,,,
1260,Farm House,,,,,,,,,
1261,Coffee,Keeping It Local,,,,,,,,
1262,Tea,Medialuna,Truffles,,,,,,,
1263,Tea,Keeping It Local,,,,,,,,
1264,Pastry,Medialuna,Truffles,,,,,,,
1265,Pastry,,,,,,,,,
1266,Focaccia,Farm House,,,,,,,,
1267,Coffee,Bread,,,,,,,,
1268,Coffee,Truffles,,,,,,,,
1269,Coffee,Kids biscuit,,,,,,,,
1270,Tea,Coffee,NONE,,,,,,,
1271,Coffee,,,,,,,,,
1272,Bread,,,,,,,,,
1273,Bread,,,,,,,,,
1274,Medialuna,,,,,,,,,
1275,Bread,,,,,,,,,
1276,Tea,Bread,,,,,,,,
1277,Coffee,Mineral water,Kids biscuit,Muffin,,,,,,
1278,Pastry,,,,,,,,,
1279,Coffee,Keeping It Local,,,,,,,,
1280,Tea,Bread,Sandwich,,,,,,,
1281,Bread,Fudge,Truffles,,,,,,,
1282,Coffee,Sandwich,,,,,,,,
1283,Tea,Coffee,Truffles,,,,,,,
1284,Bread,,,,,,,,,
1285,Tea,Coffee,Sandwich,,,,,,,
1286,Coffee,,,,,,,,,
1287,Bread,Sandwich,,,,,,,,
1288,Truffles,Hearty & Seasonal,Alfajores,,,,,,,
1289,Frittata,Coffee,Muffin,,,,,,,
1290,Cookies,Hearty & Seasonal,Coffee,Hot chocolate,Sandwich,,,,,
1291,Bread,Sandwich,,,,,,,,
1292,Farm House,,,,,,,,,
1293,Coffee,Muffin,,,,,,,,
1294,Bread,Scandinavian,,,,,,,,
1295,Tea,Coffee,Sandwich,Soup,,,,,,
1296,Farm House,,,,,,,,,
1297,Tea,Coffee,,,,,,,,
1298,Coffee,Jam,Muffin,Soup,,,,,,
1299,Bread,,,,,,,,,
1300,Coffee,Soup,,,,,,,,
1301,Coffee,Muffin,,,,,,,,
1302,Bread,Kids biscuit,Muffin,,,,,,,
1303,Coffee,Bread,,,,,,,,
1304,Coffee,,,,,,,,,
1305,Muffin,,,,,,,,,
1306,Bread,Ella's Kitchen Pouches,Muffin,,,,,,,
1307,Frittata,Sandwich,Soup,,,,,,,
1308,Bread,Sandwich,,,,,,,,
1309,Cookies,Coffee,Bread,,,,,,,
1310,Tea,Bread,Hot chocolate,Art Tray,,,,,,
1311,Juice,Muffin,Coffee,Hot chocolate,Art Tray,,,,,
1312,Hot chocolate,Coffee,,,,,,,,
1313,Farm House,,,,,,,,,
1314,Farm House,Muffin,,,,,,,,
1315,Coffee,Medialuna,,,,,,,,
1316,Bread,Keeping It Local,,,,,,,,
1317,Coffee,,,,,,,,,
1318,Bread,,,,,,,,,
1319,Tea,Medialuna,Coffee,,,,,,,
1320,Hot chocolate,,,,,,,,,
1321,Coffee,,,,,,,,,
1322,Coke,,,,,,,,,
1323,Coffee,,,,,,,,,
1324,Farm House,,,,,,,,,
1325,Coffee,Bread,Keeping It Local,,,,,,,
1326,Coffee,Truffles,,,,,,,,
1327,Coffee,,,,,,,,,
1328,Tea,Coffee,Keeping It Local,,,,,,,
1329,Coffee,Keeping It Local,,,,,,,,
1330,Tea,Coffee,,,,,,,,
1331,Coffee,,,,,,,,,
1332,Coffee,,,,,,,,,
1333,Coffee,Bread,,,,,,,,
1334,Coffee,NONE,,,,,,,,
1335,Bread,,,,,,,,,
1336,Farm House,,,,,,,,,
1337,Coffee,Kids biscuit,,,,,,,,
1338,Tea,Muffin,,,,,,,,
